,teamWins1,teamWins2,teamWins3,teamWins4,teamLosses1,teamLosses2,teamLosses3,teamLosses4,teamStats00,teamStats10,teamStats20,teamStats30,teamStats01,teamStats11,teamStats21,teamStats31,teamStats02,teamStats12,teamStats22,teamStats32,teamStats03,teamStats13,teamStats23,teamStats33,teamStats04,teamStats14,teamStats24,teamStats34,teamStats05,teamStats15,teamStats25,teamStats35,teamStats06,teamStats16,teamStats26,teamStats36,teamStats07,teamStats17,teamStats27,teamStats37,teamStats08,teamStats18,teamStats28,teamStats38,teamStats09,teamStats19,teamStats29,teamStats39,choose_team,playerStats00,playerStats10,playerStats20,playerStats30,playerStats01,playerStats11,playerStats21,playerStats31,playerStats02,playerStats12,playerStats22,playerStats32,playerStats03,playerStats13,playerStats23,playerStats33,playerStats04,playerStats14,playerStats24,playerStats34,playerStats05,playerStats15,playerStats25,playerStats35,playerStats06,playerStats16,playerStats26,playerStats36,playerStats07,playerStats17,playerStats27,playerStats37,playerStats08,playerStats18,playerStats28,playerStats38,playerStats09,playerStats19,playerStats29,playerStats39,team_or_player,which_player,buy_item,money
68,0,0,0,0,0,0,0,0,34,36,37,34,36,33,36,41,36,33,37,34,33,41,35,34,35,34,30,37,37,36,38,38,37,34,31,33,40,33,34,33,36,34,37,34,40,35,37,33,0,11,6,6,13,16,6,10,12,8,8,6,11,8,9,6,6,4,9,8,7,11,16,17,8,14,8,10,5,9,12,8,16,11,7,7,14,12,13,12,8,0,1,0,10
69,0,0,0,0,0,0,0,0,32,38,34,28,33,35,35,34,35,42,30,36,37,35,36,37,31,32,36,32,32,36,33,32,36,33,36,34,38,37,31,35,32,37,29,37,36,33,33,42,0,8,10,13,4,4,6,13,6,12,10,9,7,5,11,11,7,5,10,5,9,11,8,8,11,5,9,10,7,12,13,14,7,7,10,11,8,8,10,10,7,0,1,0,10
70,0,0,0,0,0,0,0,0,32,34,40,33,31,40,38,31,42,36,39,33,38,33,33,35,34,34,33,36,34,34,36,38,35,28,35,36,34,32,38,40,34,36,35,35,30,32,34,39,0,5,12,8,11,7,6,14,6,13,6,11,7,6,10,7,8,5,15,10,10,9,11,8,10,12,10,11,5,13,3,11,10,5,7,11,10,7,4,5,6,0,1,0,10
71,0,0,0,0,0,0,0,0,37,37,35,34,31,36,32,42,33,32,33,35,36,31,40,35,34,37,35,34,37,36,34,38,35,33,40,32,34,32,37,34,32,36,33,29,40,32,35,35,0,8,9,11,6,7,7,12,5,5,8,7,10,12,6,5,10,10,10,6,14,9,8,6,11,7,11,7,13,13,5,4,8,7,6,7,11,12,7,13,10,0,1,0,10
72,0,0,0,0,0,0,0,0,39,38,34,31,32,35,33,34,31,37,36,32,35,35,36,35,37,33,37,32,34,32,32,34,34,36,34,32,39,30,36,36,37,36,34,34,45,38,34,27,0,14,11,7,17,9,9,5,8,13,9,8,10,8,6,8,5,9,9,7,6,8,9,9,13,13,11,5,5,16,12,9,9,8,6,12,7,11,12,12,8,0,1,0,10
73,0,0,0,0,0,0,0,0,33,42,37,34,35,32,41,33,39,37,30,37,35,34,33,37,34,36,36,38,34,33,34,34,33,36,36,36,36,33,34,37,38,35,36,41,35,33,35,37,0,10,10,11,8,15,9,12,6,6,9,14,12,7,11,10,11,7,8,10,11,5,7,10,6,6,5,7,5,5,12,7,11,5,14,13,12,12,9,8,5,0,1,0,10
74,0,0,0,0,0,0,0,0,30,29,32,31,38,38,38,39,33,37,32,35,31,35,33,38,33,37,35,35,32,34,39,38,35,36,34,31,31,36,32,41,38,39,33,36,37,36,44,36,0,9,9,9,8,13,10,9,8,5,11,8,5,6,6,8,15,12,9,17,9,4,9,12,7,6,12,7,5,7,9,8,9,11,12,11,7,9,6,6,10,0,1,0,10
75,0,0,0,0,0,0,0,0,39,34,39,39,30,30,35,33,39,35,33,36,38,31,33,29,39,38,34,33,37,37,31,36,37,38,31,33,37,36,31,33,31,35,33,35,34,40,38,33,0,12,7,15,11,9,10,6,4,5,12,13,5,4,5,11,8,12,9,14,11,6,9,5,9,5,9,12,8,15,9,7,7,7,9,4,5,8,6,5,11,0,1,0,10
76,0,0,0,0,0,0,0,0,36,36,30,40,39,30,34,38,38,38,37,37,34,35,32,37,32,35,35,39,34,35,30,43,33,34,33,35,33,36,34,32,35,34,34,30,34,33,30,36,0,15,7,4,12,8,10,8,6,11,10,11,7,8,5,9,8,9,6,9,10,8,7,7,12,5,11,5,7,8,8,5,8,10,12,9,5,13,4,12,10,0,1,0,10
77,0,0,0,0,0,0,0,0,34,37,41,32,36,31,37,37,32,34,31,34,37,40,32,39,36,34,32,34,34,37,35,37,33,32,39,33,31,36,34,36,40,34,40,34,33,35,30,35,0,8,9,5,11,6,10,9,6,9,6,10,7,9,8,10,11,7,12,11,3,6,9,5,10,7,7,4,10,6,13,8,10,8,7,14,12,10,11,5,3,0,1,0,10
78,0,0,0,0,0,0,0,0,33,35,28,32,32,35,40,35,35,27,37,37,38,30,30,39,36,35,33,33,32,38,33,38,37,37,32,33,35,37,37,39,34,36,36,36,33,38,33,36,0,11,4,5,7,12,6,6,9,6,10,11,9,7,9,8,7,9,6,5,7,4,10,9,9,8,6,15,8,7,9,8,10,7,8,5,12,14,7,11,5,0,1,0,10
79,0,0,0,0,0,0,0,0,38,35,35,36,38,36,31,38,38,32,34,32,39,37,34,37,31,35,35,38,35,38,38,36,35,34,33,36,32,35,35,35,31,41,35,33,39,32,37,37,0,9,13,16,12,10,10,9,9,8,14,10,14,6,9,11,10,7,14,6,10,9,9,13,6,4,9,6,8,6,10,8,3,6,3,6,11,12,9,14,7,0,1,0,10
80,0,0,0,0,0,0,0,0,31,33,30,34,34,39,34,38,32,32,37,35,37,34,37,30,36,34,33,36,31,33,32,35,34,31,42,39,38,30,31,34,34,36,32,34,34,29,37,36,0,6,8,9,7,4,8,8,12,10,6,8,8,14,10,8,10,9,5,10,8,7,11,11,5,6,11,8,14,11,10,11,4,6,9,13,5,4,5,11,10,0,1,0,10
81,0,0,0,0,0,0,0,0,35,44,36,37,32,32,31,32,32,38,35,35,36,32,33,29,33,37,31,34,35,32,31,28,32,37,36,38,37,32,36,36,37,35,35,34,38,34,34,36,0,8,15,11,7,9,10,7,9,9,10,5,6,3,13,11,9,10,11,9,9,12,6,12,13,7,8,12,4,5,7,12,11,10,17,9,6,8,11,6,8,0,1,0,10
82,0,0,0,0,0,0,0,0,32,37,36,35,34,35,32,36,37,34,30,36,33,32,36,35,36,33,37,34,31,36,37,36,35,37,35,30,38,35,33,36,37,33,37,34,35,39,33,36,0,8,4,5,8,7,14,12,9,12,7,10,5,8,4,7,4,13,11,8,13,4,8,8,12,5,11,12,10,8,15,7,6,9,8,6,7,8,12,9,8,0,1,0,10
83,0,0,0,0,0,0,0,0,32,32,32,30,36,38,35,35,32,33,33,35,32,37,35,34,35,30,35,35,29,33,33,34,34,33,33,35,34,34,34,33,35,32,38,35,39,35,35,33,0,9,13,10,7,9,11,13,9,5,12,6,11,6,4,4,12,7,11,12,8,10,12,7,4,14,8,6,8,9,5,4,7,13,9,7,6,10,5,10,10,0,1,0,10
84,0,0,0,0,0,0,0,0,37,34,34,38,28,30,34,38,35,33,36,37,35,40,35,37,34,30,34,38,35,36,36,33,38,33,38,34,38,36,36,34,36,33,31,33,37,31,30,28,0,11,11,10,13,10,7,6,5,10,13,7,9,10,10,3,9,9,10,7,3,14,8,10,9,6,11,14,13,6,9,8,12,15,10,8,6,8,10,9,12,0,1,0,10
85,0,0,0,0,0,0,0,0,37,32,38,35,35,38,35,36,35,32,38,36,28,30,33,39,35,35,34,37,33,36,33,31,35,30,32,32,31,41,32,34,30,36,38,31,32,34,31,36,0,3,7,7,15,9,9,7,10,9,4,9,12,6,8,7,7,10,9,6,14,8,8,8,8,9,8,12,8,13,4,9,10,8,7,9,4,7,10,7,6,0,1,0,10
86,0,0,0,0,0,0,0,0,35,33,35,36,34,33,40,33,32,34,31,38,39,41,34,37,39,37,33,34,34,36,40,34,33,33,35,36,32,35,36,33,36,33,34,32,37,34,35,32,0,8,9,10,11,6,12,5,13,7,11,5,6,7,16,9,6,14,13,10,5,11,9,5,6,13,5,12,4,5,7,4,10,14,6,10,4,16,5,6,4,0,1,0,10
87,0,0,0,0,0,0,0,0,38,29,34,37,36,35,37,31,31,37,31,38,38,35,35,36,32,36,33,37,36,37,28,36,35,34,31,32,33,34,33,34,33,33,31,35,36,32,32,39,0,7,11,7,11,6,15,4,9,6,6,4,14,8,12,7,10,6,9,3,8,12,7,9,9,7,9,9,12,7,12,14,9,6,8,9,7,8,11,11,7,0,1,0,10
88,0,0,0,0,0,0,0,0,34,35,38,33,35,35,30,35,34,35,34,36,38,40,35,39,35,39,38,32,33,37,37,37,37,32,37,33,33,38,33,29,32,34,35,37,41,35,36,33,0,11,5,4,8,10,5,11,9,4,8,4,5,12,10,15,12,7,13,4,5,7,12,12,6,12,9,9,8,6,4,11,10,4,7,7,12,6,11,8,10,0,1,0,10
89,0,0,0,0,0,0,0,0,35,37,36,31,33,36,35,30,33,31,31,34,34,35,37,31,39,32,31,38,41,33,36,36,36,34,34,36,33,37,32,32,35,34,34,37,33,35,37,31,0,7,6,10,8,11,6,10,7,6,13,7,11,9,10,6,13,14,7,10,7,9,4,16,12,6,9,16,7,11,7,6,13,7,11,14,6,10,8,8,10,0,1,0,10
90,0,0,0,0,0,0,0,0,39,35,35,37,33,37,37,39,35,39,35,42,39,35,33,32,32,28,32,39,36,34,31,35,41,36,39,35,33,31,42,42,36,30,36,36,35,33,33,33,0,13,9,9,12,7,5,5,8,8,11,8,7,10,15,13,8,4,9,5,5,8,11,4,9,8,12,6,8,10,9,8,12,11,6,7,14,12,5,5,11,0,1,0,10
91,0,0,0,0,0,0,0,0,35,34,37,36,33,38,33,35,34,31,35,36,34,33,35,28,34,36,35,36,37,36,32,32,31,39,33,39,33,40,31,32,37,34,34,34,33,34,33,29,0,10,5,7,12,12,12,10,10,11,8,8,5,7,4,8,13,8,10,13,7,11,11,13,7,9,11,8,11,11,11,8,4,5,5,5,14,5,6,13,14,0,1,0,10
92,0,0,0,0,0,0,0,0,35,38,34,29,31,36,42,33,35,35,35,38,35,35,36,35,37,33,36,39,25,31,39,36,33,35,35,36,32,34,38,34,33,33,33,37,32,33,30,38,0,13,7,12,5,7,6,7,7,10,12,9,9,9,10,8,11,14,12,7,15,9,5,11,6,13,11,8,10,6,7,13,6,4,8,7,13,8,13,10,3,0,1,0,10
93,0,0,0,0,0,0,0,0,35,36,34,39,38,37,32,31,36,29,34,36,38,37,29,29,40,35,36,36,35,30,31,39,34,36,31,35,35,35,30,35,37,30,33,40,38,34,40,34,0,18,7,7,14,13,11,10,14,15,9,8,9,15,8,13,14,10,13,11,11,8,10,14,14,7,6,7,7,8,12,12,7,12,6,10,14,10,10,7,5,0,1,0,10
94,0,0,0,0,0,0,0,0,30,34,33,33,29,33,28,31,37,34,38,38,38,37,33,31,35,37,32,32,34,35,35,38,36,38,33,29,34,37,29,37,34,32,39,34,31,36,36,33,0,8,3,6,16,5,12,5,17,8,10,12,8,8,9,14,6,7,9,12,10,10,8,15,9,14,3,11,14,5,7,5,13,14,11,10,4,5,9,7,7,0,1,0,10
95,0,0,0,0,0,0,0,0,35,38,35,38,36,36,34,38,35,33,39,40,35,36,35,29,33,33,30,36,30,33,35,30,31,38,39,33,33,33,31,34,33,34,36,32,37,39,37,37,0,8,6,5,5,10,4,11,13,7,10,6,5,10,15,9,4,6,7,8,7,9,9,4,9,6,5,8,11,6,15,12,4,11,11,9,9,11,16,10,6,0,1,0,10
96,0,0,0,0,0,0,0,0,33,36,38,31,34,31,38,37,32,35,34,34,39,34,28,39,37,31,32,40,39,32,38,34,32,27,38,39,33,31,40,30,36,37,34,37,36,42,38,34,0,12,12,9,7,6,13,6,6,12,5,6,10,15,5,13,12,13,12,10,10,13,7,16,7,8,9,9,7,13,8,6,10,8,6,13,13,8,11,6,4,0,1,0,10
97,0,0,0,0,0,0,0,0,35,33,36,39,35,40,32,39,34,31,34,35,35,32,36,32,38,38,36,40,34,33,35,32,31,32,29,35,34,36,36,37,33,35,37,30,37,33,40,30,0,7,10,10,7,11,13,10,11,7,9,14,9,5,9,10,13,8,7,14,9,6,8,13,6,8,8,6,7,7,16,11,5,10,13,7,10,6,9,6,10,0,1,0,10
98,0,0,0,0,0,0,0,0,37,37,33,35,31,34,31,35,26,34,34,34,36,36,30,32,38,33,40,36,35,34,38,35,40,33,31,35,37,39,37,30,37,35,32,42,35,38,30,33,0,12,5,10,7,9,8,9,10,5,8,3,5,9,8,11,9,9,13,5,11,10,5,15,8,6,9,10,13,8,14,9,9,9,8,11,5,4,7,16,16,0,1,0,10
99,0,0,0,0,0,0,0,0,34,38,30,43,35,34,34,34,35,42,35,32,30,37,36,38,35,35,33,40,34,34,39,33,34,39,39,35,33,31,32,29,41,33,35,42,31,38,39,40,0,14,10,4,10,8,4,12,9,7,8,14,9,8,12,10,3,5,12,10,11,12,12,5,5,7,11,7,8,11,17,7,7,11,13,10,11,9,8,6,8,0,1,0,10
100,0,0,0,0,0,0,0,0,36,32,40,36,37,32,31,36,40,35,33,36,31,38,41,30,36,36,31,33,40,35,34,34,38,33,33,34,37,37,36,38,33,31,34,32,38,36,32,34,0,8,7,11,10,10,12,10,6,11,7,12,8,9,4,9,6,8,5,12,7,11,7,12,11,6,10,14,10,7,12,14,6,10,7,9,9,10,8,11,5,0,1,0,10
101,0,0,0,0,0,0,0,0,35,36,38,33,35,33,33,38,33,30,30,34,41,36,36,31,40,31,30,33,39,38,43,36,38,33,33,35,36,31,31,37,42,34,35,34,40,40,28,36,0,9,11,13,8,15,3,7,13,7,6,6,6,12,16,5,15,12,13,13,11,11,9,6,14,3,11,11,7,7,8,8,18,11,10,10,7,10,9,10,14,0,1,0,10
102,0,0,0,0,0,0,0,0,35,34,35,36,37,39,33,34,32,36,39,36,36,37,38,36,41,32,30,32,37,43,39,37,31,37,31,40,35,37,34,31,31,34,32,33,34,32,34,40,0,12,3,11,7,5,11,13,12,8,15,3,12,14,4,9,7,11,12,7,12,9,7,6,8,11,7,7,8,11,4,12,11,7,13,6,5,6,10,7,5,0,1,0,10
103,0,0,0,0,0,0,0,0,35,35,39,33,38,36,40,35,35,37,35,26,36,37,30,33,33,34,39,34,35,33,29,35,35,29,36,34,30,30,30,35,30,32,33,32,32,40,32,32,0,10,9,10,9,16,11,10,13,8,11,9,9,9,14,12,10,8,5,5,5,5,12,11,13,5,8,4,10,5,5,6,5,9,9,10,7,5,8,4,4,0,1,0,10
104,0,0,0,0,0,0,0,0,31,30,36,33,39,32,39,33,37,34,34,35,33,32,36,34,35,37,30,33,36,28,35,37,33,34,35,37,32,33,34,32,33,32,35,36,32,35,38,36,0,9,13,11,9,8,7,9,14,8,12,5,4,11,9,8,9,9,13,6,12,10,9,13,8,11,11,8,10,11,4,8,7,5,10,13,10,6,12,5,9,0,1,0,10
105,0,0,0,0,0,0,0,0,36,32,34,37,36,32,37,36,30,39,36,30,38,33,35,36,36,33,36,33,33,35,34,40,32,39,36,29,38,40,31,36,36,30,34,35,33,35,39,35,0,6,5,8,9,12,6,11,10,6,5,5,8,12,10,9,6,8,11,9,8,12,13,7,10,7,8,10,5,9,14,8,8,11,15,6,9,9,7,6,7,0,1,0,10
106,0,0,0,0,0,0,0,0,35,36,34,34,32,41,36,38,33,38,32,33,33,36,37,37,37,34,33,29,28,36,33,35,30,30,38,33,32,29,35,31,32,36,35,33,38,34,33,34,0,4,9,9,10,7,8,8,8,5,7,6,11,10,12,9,9,10,11,4,12,4,7,11,9,6,5,12,8,8,8,7,5,8,9,5,6,9,8,11,10,0,1,0,10
107,0,0,0,0,0,0,0,0,37,36,34,32,34,33,37,29,33,34,37,32,36,30,32,36,37,36,36,33,38,35,37,37,32,34,39,33,40,33,37,42,33,38,35,31,38,32,33,33,0,9,11,8,5,11,5,4,14,14,9,9,8,7,16,7,5,14,15,4,9,7,14,8,12,13,12,8,7,10,9,11,5,7,5,8,10,8,12,12,10,0,1,0,10
108,0,0,0,0,0,0,0,0,39,38,38,32,30,39,36,35,36,34,32,29,32,34,37,32,37,36,35,36,36,33,34,32,34,33,38,35,34,36,34,31,36,40,35,33,36,39,33,32,0,10,14,10,5,4,6,8,10,11,6,12,10,8,9,8,7,9,7,13,7,4,4,9,10,10,10,11,3,14,10,6,9,12,5,10,13,9,6,8,6,0,1,0,10
109,0,0,0,0,0,0,0,0,32,36,30,39,37,35,44,32,32,32,34,33,35,33,38,35,36,33,35,35,40,39,33,37,32,34,33,33,37,35,36,35,32,41,33,38,34,33,33,36,0,6,5,8,10,7,14,5,6,6,7,10,13,9,11,9,9,5,8,10,8,13,6,9,11,6,5,6,9,6,10,9,10,6,8,6,12,8,11,5,9,0,1,0,10
110,0,0,0,0,0,0,0,0,36,30,34,38,32,36,31,34,37,33,37,40,38,34,35,32,33,36,40,32,38,38,36,36,38,31,35,32,39,32,32,37,35,35,37,38,33,31,34,32,0,11,9,11,7,5,11,6,7,14,12,10,11,5,5,13,8,5,5,8,6,9,10,12,8,9,7,10,6,14,14,14,10,3,13,8,10,9,4,6,13,0,1,0,10
111,0,0,0,0,0,0,0,0,38,36,31,34,33,40,39,29,37,38,32,35,34,37,34,32,37,42,34,34,33,40,40,35,38,34,34,28,34,38,38,32,35,35,38,28,33,32,40,38,0,5,10,7,7,7,6,3,4,13,17,8,10,11,8,9,11,8,10,7,8,17,6,7,12,7,5,10,11,17,12,8,13,8,12,3,8,14,15,4,7,0,1,0,10
112,0,0,0,0,0,0,0,0,35,37,38,34,37,33,31,36,37,31,30,31,32,33,37,39,38,30,32,38,36,33,34,41,38,34,39,34,33,36,38,31,35,35,30,35,37,37,36,36,0,10,9,11,11,9,16,6,14,12,7,10,10,6,11,6,8,5,7,9,11,7,5,13,7,13,8,7,11,7,5,5,9,4,11,6,8,10,9,6,8,0,1,0,10
113,0,0,0,0,0,0,0,0,35,34,35,38,42,30,29,37,35,37,36,36,34,33,36,30,36,36,33,35,36,33,35,31,35,31,33,33,37,32,31,37,34,33,35,32,34,37,39,31,0,10,8,11,12,5,13,11,7,5,13,8,8,4,15,16,13,8,6,8,9,6,8,11,10,12,6,5,6,4,9,9,10,11,10,11,3,9,8,9,6,0,1,0,10
114,0,0,0,0,0,0,0,0,35,35,37,36,32,32,38,32,33,38,33,33,40,35,35,36,33,36,34,37,38,32,33,32,35,34,33,35,32,38,34,38,34,29,35,39,36,33,38,37,0,17,9,5,4,17,5,5,5,5,11,7,6,14,5,13,9,6,5,5,10,6,3,7,10,11,10,9,10,10,10,5,8,6,6,10,7,9,6,14,10,0,1,0,10
115,0,0,0,0,0,0,0,0,31,32,41,36,35,35,36,36,32,31,39,34,37,37,34,30,35,36,35,37,35,36,33,36,35,32,27,37,34,31,33,31,32,35,36,34,37,32,37,34,0,6,6,7,7,7,5,11,6,11,10,6,9,13,5,16,8,14,5,4,6,9,3,6,13,7,7,8,12,8,8,11,10,5,12,9,7,9,10,8,9,0,1,0,10
116,0,0,0,0,0,0,0,0,33,36,40,31,33,31,38,37,29,38,38,38,35,35,36,35,35,31,33,38,39,35,34,38,28,32,35,38,27,36,33,33,33,34,35,36,36,35,35,31,0,6,9,6,5,9,5,4,5,4,9,7,5,12,8,6,14,7,5,8,9,11,10,8,8,5,6,9,5,7,6,4,5,12,8,8,6,8,6,7,7,0,1,0,10
117,0,0,0,0,0,0,0,0,37,33,35,35,38,33,37,41,31,34,33,39,31,34,36,39,41,37,39,36,35,36,36,35,34,35,36,34,36,34,40,31,34,35,40,32,38,34,35,34,0,3,6,10,9,7,6,13,10,5,12,7,8,11,4,11,12,14,8,14,12,7,8,7,13,8,9,10,13,8,13,15,7,10,8,6,9,11,10,9,7,0,1,0,10
118,0,0,0,0,0,0,0,0,37,33,33,34,34,34,36,37,37,32,33,31,32,34,33,30,34,35,35,33,38,32,32,37,34,36,39,36,33,37,28,37,33,37,37,33,40,37,32,30,0,9,11,8,9,7,10,11,7,9,7,14,7,8,8,9,8,5,5,11,12,6,14,7,9,10,6,8,5,9,3,5,15,7,8,7,5,12,10,14,11,0,1,0,10
119,0,0,0,0,0,0,0,0,34,37,33,37,39,29,33,38,35,33,36,34,30,31,33,31,37,35,35,35,37,37,34,36,38,32,31,37,33,39,37,38,33,36,33,38,32,35,33,36,0,6,11,4,7,6,10,5,14,7,6,11,10,6,11,13,11,7,5,10,11,11,10,11,10,9,8,11,11,10,7,6,6,9,9,11,5,5,6,9,14,0,1,0,10
120,0,0,0,0,0,0,0,0,36,32,32,38,43,35,39,42,38,33,34,33,34,35,39,34,38,33,35,37,34,34,36,37,33,31,32,32,34,34,33,34,37,34,34,34,37,41,38,29,0,4,10,8,6,8,12,13,11,9,9,13,10,8,8,11,8,4,10,7,11,10,6,6,9,8,12,6,8,7,12,11,6,5,13,4,6,10,11,6,15,0,1,0,10
121,0,0,0,0,0,0,0,0,36,36,40,31,32,31,34,36,40,41,34,32,32,35,40,29,30,33,39,33,34,33,36,35,31,35,38,31,36,32,31,36,35,33,34,35,28,35,40,34,0,12,7,8,8,5,5,7,8,9,8,5,11,10,7,10,8,8,6,6,4,5,9,10,10,6,9,4,7,5,7,11,13,8,7,11,10,9,7,5,7,0,1,0,10
122,0,0,0,0,0,0,0,0,33,34,26,33,41,34,31,37,33,36,36,30,32,36,33,34,33,38,32,31,30,39,36,39,34,36,36,30,35,39,31,31,35,36,37,36,32,38,31,36,0,6,8,12,6,13,5,12,9,7,13,4,8,8,11,10,4,10,11,7,5,7,6,5,6,11,5,7,6,5,10,8,14,3,9,11,4,6,9,6,7,0,1,0,10
123,0,0,0,0,0,0,0,0,38,35,37,32,38,37,32,37,37,32,37,37,30,34,35,29,32,37,31,38,33,34,33,36,36,34,29,35,40,31,37,33,35,38,35,32,37,39,37,38,0,7,10,10,7,17,10,7,12,10,11,8,9,10,5,6,8,3,9,6,5,6,8,8,9,11,9,10,14,13,12,4,12,8,7,9,10,8,9,11,6,0,1,0,10
124,0,0,0,0,0,0,0,0,35,31,36,31,37,32,36,35,33,40,37,31,35,36,38,35,33,36,36,37,35,32,36,35,38,28,37,34,31,31,30,35,39,36,38,37,37,33,35,33,0,5,11,6,11,11,8,14,9,7,5,14,9,4,11,9,11,15,9,9,9,8,12,10,3,9,5,10,15,10,3,12,10,4,6,7,7,7,10,12,9,0,1,0,10
125,0,0,0,0,0,0,0,0,37,33,33,36,35,33,32,30,31,36,40,37,34,34,37,31,33,40,38,29,31,33,30,38,36,37,39,30,37,36,36,31,40,32,37,34,31,36,32,37,0,15,8,8,11,7,13,3,8,9,11,7,10,13,9,11,5,6,5,6,9,8,11,7,4,9,5,11,9,10,8,6,4,10,10,9,4,7,10,10,10,0,1,0,10
126,0,0,0,0,0,0,0,0,39,34,31,37,37,33,33,38,31,34,37,33,34,34,35,38,32,33,33,33,38,35,33,34,38,33,37,33,39,34,30,28,38,35,34,35,35,34,34,32,0,6,14,10,4,7,11,9,10,3,9,9,7,6,17,13,10,15,4,9,6,5,8,10,5,8,10,12,7,9,9,13,5,12,14,13,7,9,10,8,10,0,1,0,10
127,0,0,0,0,0,0,0,0,31,38,33,38,37,32,38,39,32,29,34,38,38,34,30,37,37,34,39,29,29,30,34,40,36,39,37,36,38,32,37,36,32,36,38,35,34,31,34,29,0,12,5,16,8,11,7,10,10,5,9,9,6,8,14,6,10,12,12,8,6,12,10,9,5,4,8,11,9,12,5,14,9,5,8,10,9,6,13,6,6,0,1,0,10
128,0,0,0,0,0,0,0,0,34,36,35,34,34,28,37,37,38,40,35,36,35,33,41,33,32,31,35,33,36,34,37,36,35,33,35,34,33,32,33,38,32,34,40,35,31,36,34,35,0,10,9,11,8,9,12,7,13,5,10,15,9,10,13,11,8,9,7,7,11,13,6,11,13,6,10,9,9,8,3,12,10,12,7,4,7,13,8,4,7,0,1,0,10
129,0,0,0,0,0,0,0,0,36,36,33,38,33,31,35,36,28,35,33,36,35,39,38,35,38,37,36,35,36,33,37,32,41,36,34,34,32,36,35,34,41,36,31,38,39,30,30,30,0,10,5,7,12,9,6,10,11,12,9,10,8,8,6,13,10,4,17,9,13,9,9,14,15,14,9,8,8,8,16,8,6,11,10,12,10,14,9,8,12,0,1,0,10
130,0,0,0,0,0,0,0,0,40,34,30,38,39,34,30,32,34,33,34,34,33,31,29,33,33,42,29,36,32,32,34,39,38,33,35,34,37,36,34,37,36,34,31,36,37,37,35,33,0,8,8,9,11,10,13,13,10,8,7,7,7,13,6,9,8,4,4,10,7,11,4,8,11,11,11,13,5,7,16,17,6,10,7,10,9,8,12,13,8,0,1,0,10
131,0,0,0,0,0,0,0,0,34,34,36,41,36,35,33,35,39,30,36,39,29,37,34,34,37,35,37,35,34,37,37,32,35,33,37,38,36,35,32,36,36,30,34,36,29,36,35,33,0,4,12,11,7,12,11,11,11,10,10,7,13,7,10,6,4,9,10,4,14,6,12,4,6,4,9,11,9,16,14,9,11,12,5,4,11,11,6,7,6,0,1,0,10
132,0,0,0,0,0,0,0,0,38,31,35,32,35,34,30,34,42,35,34,31,35,43,39,37,36,34,38,33,38,34,31,35,30,31,32,38,32,34,32,40,38,31,38,37,40,34,35,35,0,7,10,12,8,8,9,11,3,9,11,13,10,7,8,9,6,5,6,9,6,7,3,16,8,5,6,10,4,6,6,8,8,6,9,14,13,10,8,14,10,0,1,0,10
133,0,0,0,0,0,0,0,0,37,36,39,36,33,28,29,36,31,31,34,36,34,36,34,40,29,33,39,40,36,34,31,41,33,36,36,33,31,34,31,33,39,40,36,31,32,40,38,34,0,13,10,13,11,5,11,8,5,8,6,8,7,14,11,8,6,14,9,7,9,9,5,12,11,9,5,6,10,8,3,7,5,10,6,11,6,8,9,12,7,0,1,0,10
134,0,0,0,0,0,0,0,0,37,28,39,31,35,32,39,32,36,35,36,35,36,32,31,39,34,35,36,35,32,34,36,37,35,32,34,40,40,34,30,35,39,33,34,34,39,35,28,40,0,10,9,14,16,6,11,7,7,12,9,11,14,8,6,5,17,11,12,9,7,11,3,10,9,8,5,16,9,8,12,10,8,14,12,11,8,11,7,10,12,0,1,0,10
135,0,0,0,0,0,0,0,0,36,39,32,30,37,31,33,38,34,37,37,35,36,35,39,33,34,35,37,38,37,39,36,29,35,37,38,39,35,32,30,33,35,32,36,34,37,31,35,36,0,4,14,8,9,9,11,8,10,11,8,13,8,7,13,7,7,7,6,8,7,10,11,12,15,5,7,12,7,10,7,9,12,9,6,14,10,7,9,12,9,0,1,0,10
136,0,0,0,0,0,0,0,0,42,36,35,41,37,34,38,32,31,31,35,38,35,34,37,37,33,36,33,35,31,33,32,31,35,35,33,41,35,36,33,37,34,34,34,37,38,30,31,33,0,10,4,15,6,11,10,5,12,10,4,11,9,10,9,14,8,10,9,7,10,10,6,10,8,7,10,10,13,13,8,9,8,6,10,7,9,5,12,14,7,0,1,0,10
137,0,0,0,0,0,0,0,0,30,35,30,34,34,35,40,36,33,37,34,32,34,35,32,36,40,33,31,33,35,34,35,41,33,37,31,37,30,36,36,33,40,31,41,32,35,33,33,38,0,8,10,5,6,5,10,16,10,10,8,11,7,5,9,10,6,6,10,8,15,11,10,12,10,7,12,9,10,8,9,6,6,6,10,16,12,6,8,10,13,0,1,0,10
138,0,0,0,0,0,0,0,0,36,34,36,37,30,36,33,34,37,38,23,35,30,33,33,32,32,34,32,39,35,33,41,36,31,34,41,34,33,32,36,31,35,34,34,38,33,29,38,34,0,8,10,14,10,12,7,5,7,11,13,6,11,8,5,7,7,6,6,4,10,8,9,10,7,6,12,4,11,7,8,7,11,9,7,7,14,12,11,14,5,0,1,0,10
